"Id","MonthlyIncome"
1004,6429.14558658704
1005,2717.26138759036
1006,5553.92192222926
1007,2478.50066602653
1008,5730.932436189
1009,18473.0598352276
1010,5932.03466199133
1011,9610.75773936784
1012,5748.81273152231
1013,5815.28439785618
1014,5797.19735843833
1015,5553.92192222926
1016,2708.81000147344
1017,2663.78210049885
1018,8867.63991732787
1019,9073.89279805667
1020,2422.16344520707
1021,5665.42495579462
1022,5536.64778774874
1023,5536.64778774874
1024,10329.2142662207
1025,13446.4365647183
1026,17441.1393089561
1027,5553.92192222926
1028,5304.3061367025
1029,5348.94959361411
1030,10211.1460794871
1031,5348.94959361411
1032,2717.26138759036
1033,8593.74635518008
1034,2401.94756029238
1035,5797.19735843833
1036,2450.17013943335
1037,5473.36107996691
1038,9500.90187713308
1039,8766.27827077265
1040,5797.19735843833
1041,2544.06092494057
1042,2544.06092494057
1043,8693.11307087552
1044,6283.00877106916
1045,2565.47290067426
1046,2401.94756029238
1047,5536.64778774874
1048,9073.89279805667
1049,2655.49704880472
1050,5320.8553739023
1051,11455.1943303986
1052,2655.49704880472
1053,5600.66625930852
1054,2595.13663588469
1055,2595.13663588469
1056,2595.13663588469
1057,5365.63811673348
1058,13874.9914995151
1059,6355.65717381035
1060,2544.06092494057
1061,6051.1288569204
1062,5779.16657439381
1063,6070.00815313727
1064,2507.15876935577
1065,5635.66851657543
1066,2565.47290067426
1067,3048.31181524922
1068,20021.122241815
1069,5410.79777152985
1070,2536.14823708514
1071,2616.97848807007
1072,5932.03466199133
1073,2528.26015973666
1074,5845.98921241689
1075,5365.63811673348
1076,14865.8418713366
1077,18473.0598352276
1078,5730.932436189
1079,5730.932436189
1080,6355.65717381035
1081,2603.23336534304
1082,2437.30114206783
1083,2450.17013943335
1084,6070.00815313727
1085,8693.11307087552
1086,9752.2157442301
1087,5473.36107996691
1088,2595.13663588469
1089,2595.13663588469
1090,5365.63811673348
1091,5427.67925865624
1092,5833.42786816204
1093,8867.63991732787
1094,5427.67925865624
1095,5583.24673784268
1096,5600.66625930852
1097,2887.0099233882
1098,2544.06092494057
1099,2655.49704880472
1100,5730.932436189
1101,17441.1393089561
1102,5600.66625930852
1103,5815.28439785618
1104,11587.6470455731
1105,2655.49704880472
1106,2655.49704880472
1107,2686.20170418701
1108,5618.14012903125
1109,5536.64778774874
1110,5473.36107996691
1111,6070.00815313727
1112,9284.94292486286
1113,9392.3017234277
1114,6283.00877106916
1115,10536.5882158653
1116,2603.23336534304
1117,6283.00877106916
1118,5507.56772320643
1119,10211.1460794871
1120,2655.49704880472
1121,9752.2157442301
1122,14990.959568908
1123,5507.56772320643
1124,13601.9133712263
1125,2528.26015973666
1126,2354.67406509524
1127,2595.13663588469
1128,5665.42495579462
1129,13874.9914995151
1130,2437.30114206783
1131,8766.27827077265
1132,13446.4365647183
1133,5730.932436189
1134,2486.23349561157
1135,2717.26138759036
1136,2544.06092494057
1137,2944.97083261572
1138,5730.932436189
1139,9610.75773936784
1140,12406.7384550425
1141,5618.14012903125
1142,5730.932436189
1143,10569.4619778932
1144,5348.94959361411
1145,6000.62486437707
1146,5600.66625930852
1147,5583.24673784268
1148,2587.06508935031
1149,2507.15876935577
1150,5683.10087023372
1151,2587.06508935031
1152,5382.37870742219
1153,6429.14558658704
1154,2450.17013943335
1155,6140.19369847376
1156,13716.393270737
1157,2514.98101115372
1158,6070.00815313727
1159,2486.23349561157
1160,5536.64778774874
1161,2595.13663588469
1162,8867.63991732787
1163,2748.68020408918
1164,9073.89279805667
1165,2603.23336534304
1166,2429.72050476554
1167,9284.94292486286
1168,5473.36107996691
1169,2544.06092494057
1170,2708.81000147344
